age,kindCd,neuterYn,processState,sexCd,weight,noticeSdt,noticeEdt,noticeDays,age2
2008,푸들,N,0,F,7.46,2020-01-20,2020-01-30,10,12
2019,믹스견,N,1,M,7,2020-01-02,2020-01-16,14,1
2018,믹스견,U,0,M,4.5,2020-01-02,2020-01-13,11,2
2019,진도견,N,0,M,10,2020-01-02,2020-01-10,8,1
2016,믹스견,N,0,M,6,2020-01-02,2020-01-10,8,4
2017,차우차우,N,0,M,25,2020-01-02,2020-01-13,11,3
2016,웰시 코기 펨브로크,U,1,F,10,2020-01-02,2020-01-13,11,4
2019,시바,U,1,F,4.3,2020-01-02,2020-01-22,20,1
2019,푸들,U,1,F,4,2020-01-02,2020-01-22,20,1
2019,믹스견,N,0,M,3.8,2020-01-02,2020-01-13,11,1
2019,믹스견,N,0,M,3.5,2020-01-02,2020-01-13,11,1
2019,믹스견,N,0,M,3.3,2020-01-02,2020-01-13,11,1
2018,믹스견,U,1,F,20,2020-01-02,2020-01-13,11,2
2018,포메라니안,U,1,F,6.8,2020-01-01,2020-01-13,12,2
2014,푸들,N,1,M,5.3,2020-01-01,2020-01-13,12,6
2019,믹스견,N,1,F,6.3,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,7.7,2019-12-31,2020-01-10,10,1
2015,믹스견,U,0,F,4,2019-12-31,2020-01-10,10,5
2018,믹스견,U,0,M,13,2019-12-31,2020-01-10,10,2
2019,믹스견,N,0,M,1,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,1,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,1,2019-12-31,2020-01-10,10,1
2017,믹스견,U,0,F,11,2019-12-31,2020-01-10,10,3
2019,믹스견,N,0,M,4.3,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,4.4,2019-12-31,2020-01-10,10,1
2019,믹스견,N,1,M,3.8,2019-12-31,2020-01-10,10,1
2019,믹스견,N,1,M,1.6,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,1.5,2019-12-31,2020-01-10,10,1
2017,믹스견,N,0,M,20,2019-12-31,2020-01-10,10,3
2019,믹스견,N,0,F,13,2019-12-31,2020-01-10,10,1
2018,올드 잉글리쉬 쉽독,U,1,F,26,2019-12-31,2020-01-10,10,2
2019,믹스견,N,0,F,1.5,2019-12-31,2020-01-10,10,1
2019,믹스견,N,1,M,1,2019-12-31,2020-01-10,10,1
2016,라브라도 리트리버,U,0,M,28,2019-12-31,2020-01-10,10,4
2019,믹스견,N,0,M,3,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,3.3,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,M,2.8,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,1.2,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,F,2,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,M,2,2019-12-31,2020-01-10,10,1
2018,믹스견,U,0,M,16,2019-12-31,2020-01-10,10,2
2019,믹스견,U,0,M,11,2019-12-31,2020-01-10,10,1
2019,믹스견,N,1,F,3,2019-12-31,2020-01-07,7,1
2019,믹스견,N,0,M,3,2019-12-31,2020-01-07,7,1
2019,믹스견,N,1,M,3,2019-12-31,2020-01-07,7,1
2019,믹스견,N,1,M,3,2019-12-31,2020-01-07,7,1
2019,믹스견,N,0,M,3,2019-12-31,2020-01-07,7,1
2019,믹스견,N,0,M,3,2019-12-31,2020-01-07,7,1
2019,믹스견,N,1,F,1,2019-12-31,2020-01-07,7,1
2019,믹스견,N,1,F,1,2019-12-31,2020-01-07,7,1
2019,믹스견,N,1,F,3,2019-12-31,2020-01-07,7,1
2018,믹스견,N,1,F,8,2019-12-31,2020-01-07,7,2
2018,믹스견,N,0,M,8,2019-12-31,2020-01-07,7,2
2018,믹스견,N,0,M,8,2019-12-31,2020-01-07,7,2
2019,도베르만,N,1,F,1,2019-12-31,2020-01-10,10,1
2019,믹스견,U,0,M,1.5,2019-12-31,2020-01-10,10,1
2019,믹스견,U,0,F,1.5,2019-12-31,2020-01-10,10,1
2019,믹스견,U,0,F,1.5,2019-12-31,2020-01-10,10,1
2016,믹스견,U,1,F,11,2019-12-31,2020-01-10,10,4
2014,라브라도 리트리버,U,0,M,28,2019-12-31,2020-01-10,10,6
2017,진도견,N,1,M,19.8,2019-12-31,2020-01-10,10,3
2014,닥스훈트,U,1,F,5,2019-12-31,2020-01-10,10,6
2019,믹스견,U,1,M,5,2019-12-31,2020-01-10,10,1
2009,믹스견,N,0,M,5,2019-12-31,2020-01-10,10,11
2019,믹스견,N,0,M,3,2019-12-31,2020-01-08,8,1
2016,믹스견,N,0,M,10,2019-12-31,2020-01-08,8,4
2017,믹스견,N,0,M,7.4,2019-12-31,2020-01-10,10,3
2017,믹스견,N,1,F,5,2019-12-31,2020-01-10,10,3
2017,믹스견,N,0,M,20,2019-12-31,2020-01-10,10,3
2014,슈나우져,U,0,M,7,2019-12-31,2020-01-10,10,6
2018,푸들,U,1,F,3,2019-12-31,2020-01-10,10,2
2019,믹스견,U,0,F,7.5,2019-12-31,2020-01-10,10,1
2013,믹스견,U,0,F,6,2019-12-31,2020-01-10,10,7
2013,진도견,N,0,M,14,2019-12-31,2020-01-10,10,7
2013,진도견,U,0,F,15,2019-12-31,2020-01-10,10,7
2019,믹스견,N,1,F,1.2,2019-12-31,2020-01-10,10,1
2016,믹스견,N,0,M,24,2019-12-31,2020-01-10,10,4
2015,포메라니안,N,1,F,4,2019-12-31,2020-01-10,10,5
2019,믹스견,N,1,F,2.8,2019-12-31,2020-01-10,10,1
2019,믹스견,N,1,F,2.6,2019-12-31,2020-01-10,10,1
2019,코카 스파니엘,U,1,F,3,2019-12-31,2020-01-10,10,1
2018,푸들,N,1,M,3.7,2019-12-31,2020-01-10,10,2
2017,스탠다드 푸들,Y,1,M,18,2019-12-31,2020-01-10,10,3
2018,믹스견,N,0,M,8,2019-12-31,2020-01-10,10,2
2011,시츄,N,0,M,6.5,2019-12-31,2020-01-10,10,9
2019,믹스견,N,1,M,1.8,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,M,3.4,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,M,3.7,2019-12-31,2020-01-10,10,1
2019,믹스견,N,0,M,3.6,2019-12-31,2020-01-10,10,1
2019,포메라니안,N,1,M,0.9,2019-12-31,2020-01-10,10,1
2019,믹스견,N,1,M,5.6,2019-12-31,2020-01-09,9,1
2012,푸들,N,0,M,4,2019-12-30,2020-01-09,10,8
2016,믹스견,N,0,F,4,2019-12-30,2020-01-09,10,4
2016,믹스견,N,0,M,8,2019-12-30,2020-01-09,10,4
2019,믹스견,N,1,M,1.9,2019-12-30,2020-01-09,10,1
2019,토이 푸들,N,1,M,2.8,2019-12-30,2020-01-09,10,1
2017,믹스견,N,0,F,15,2019-12-30,2020-01-09,10,3
2017,믹스견,N,0,F,8,2019-12-30,2020-01-09,10,3
2017,라이카,N,1,M,10,2019-12-30,2020-01-09,10,3
2019,믹스견,U,0,F,7,2019-12-30,2020-01-09,10,1
2018,믹스견,N,1,F,25,2019-12-30,2020-01-09,10,2
2018,믹스견,N,0,F,10,2019-12-30,2020-01-09,10,2
2019,믹스견,N,0,F,10,2019-12-30,2020-01-09,10,1
2018,믹스견,N,0,M,7,2019-12-30,2020-01-09,10,2
2016,진도견,N,1,F,20,2019-12-30,2020-01-09,10,4
2019,믹스견,N,1,M,2,2019-12-30,2020-01-09,10,1
2017,믹스견,N,1,M,5,2019-12-30,2020-01-09,10,3
2016,믹스견,N,1,M,20,2019-12-30,2020-01-09,10,4
2019,믹스견,N,0,F,3,2019-12-30,2020-01-09,10,1
2018,푸들,U,1,F,4,2019-12-30,2020-01-09,10,2
2018,푸들,U,1,F,5,2019-12-30,2020-01-09,10,2
2018,믹스견,U,1,F,8,2019-12-30,2020-01-09,10,2
2018,믹스견,U,0,F,4,2019-12-30,2020-01-09,10,2
2019,믹스견,U,0,M,5,2019-12-30,2020-01-09,10,1
2018,믹스견,U,0,F,6,2019-12-30,2020-01-09,10,2
2018,믹스견,U,0,F,3,2019-12-30,2020-01-09,10,2
2014,말티즈,N,1,M,3.7,2019-12-30,2020-01-08,9,6
2018,진도견,N,1,M,17,2019-12-30,2020-01-08,9,2
2017,삽살개,U,1,F,20,2019-12-30,2020-01-08,9,3
2019,믹스견,N,0,M,1,2019-12-30,2020-01-09,10,1
2018,믹스견,N,0,M,13,2019-12-30,2020-01-06,7,2
2019,믹스견,N,0,M,2,2019-12-30,2020-01-09,10,1
2019,믹스견,N,1,M,2,2019-12-30,2020-01-09,10,1
2016,푸들,N,1,F,2,2019-12-30,2020-01-09,10,4
2018,믹스견,N,0,M,6,2019-12-30,2020-01-09,10,2
2013,푸들,N,1,M,3,2019-12-30,2020-01-09,10,7
2018,믹스견,U,0,F,5,2019-12-30,2020-01-09,10,2
2015,믹스견,N,1,F,5,2019-12-30,2020-01-10,11,5
2018,믹스견,U,1,F,1,2019-12-30,2020-01-09,10,2
2019,믹스견,N,0,F,2.91,2019-12-30,2020-01-08,9,1
2019,믹스견,N,0,F,2.9,2019-12-30,2020-01-08,9,1
2019,믹스견,N,0,F,2.89,2019-12-30,2020-01-08,9,1
2019,믹스견,N,0,F,2.88,2019-12-30,2020-01-08,9,1
2019,믹스견,N,0,M,2.87,2019-12-30,2020-01-08,9,1
2019,믹스견,N,0,M,2.86,2019-12-30,2020-01-08,9,1
2019,미텔 스피츠,N,0,M,2.85,2019-12-30,2020-01-08,9,1
2017,믹스견,N,0,M,5.92,2019-12-30,2020-01-08,9,3
2016,말티즈,N,1,M,3.56,2019-12-30,2020-01-08,9,4
2016,믹스견,N,0,M,6.66,2019-12-30,2020-01-08,9,4
2018,진도견,N,0,F,15.57,2019-12-30,2020-01-08,9,2
2019,믹스견,U,1,F,1,2019-12-30,2020-01-09,10,1
2019,믹스견,U,1,M,1,2019-12-30,2020-01-09,10,1
2015,믹스견,U,0,F,4,2019-12-30,2020-01-09,10,5
2016,웰시 코기 펨브로크,Y,1,M,10,2019-12-30,2020-01-09,10,4
2019,믹스견,N,1,F,2.7,2019-12-30,2020-01-09,10,1
2019,믹스견,N,1,F,4,2019-12-30,2020-01-09,10,1
2019,믹스견,N,1,F,4,2019-12-30,2020-01-09,10,1
2018,푸들,N,1,M,4.5,2019-12-30,2020-01-09,10,2
2009,웰시 코기 펨브로크,N,0,F,10,2019-12-30,2020-01-09,10,11
2019,퍼그,N,1,F,3,2019-12-30,2020-01-09,10,1
2018,진도견,N,0,M,25,2019-12-30,2020-01-13,14,2
2019,믹스견,N,0,F,1.2,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,M,2,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,M,3,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,M,2,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,M,1.2,2019-12-30,2020-01-09,10,1
2019,믹스견,U,0,M,2,2019-12-30,2020-01-09,10,1
2019,믹스견,N,1,M,0.5,2019-12-30,2020-01-09,10,1
2018,말티즈,N,1,M,4.5,2019-12-30,2020-01-09,10,2
2019,믹스견,N,1,M,5,2019-12-30,2020-01-09,10,1
2019,믹스견,U,1,F,2,2019-12-30,2020-01-09,10,1
2013,푸들,N,1,M,4,2019-12-30,2020-01-09,10,7
2016,비숑 프리제,N,1,M,5.5,2019-12-30,2020-01-09,10,4
2016,닥스훈트,Y,1,M,6.5,2019-12-30,2020-01-09,10,4
2019,믹스견,N,0,M,1.74,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,F,1.68,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,F,5.57,2019-12-30,2020-01-09,10,1
2007,말티즈,N,0,F,4,2019-12-30,2020-01-09,10,13
2012,말티즈,N,0,F,2.5,2019-12-30,2020-01-09,10,8
2013,말티즈,U,1,F,2,2019-12-30,2020-01-09,10,7
2019,믹스견,N,1,M,0.5,2019-12-30,2020-01-09,10,1
2007,말티즈,N,0,F,4,2019-12-30,2020-01-09,10,13
2006,말티즈,N,0,F,4,2019-12-30,2020-01-09,10,14
2007,말티즈,N,0,F,4,2019-12-30,2020-01-09,10,13
2013,푸들,Y,1,M,6,2019-12-30,2020-01-09,10,7
2009,푸들,U,0,F,3,2019-12-30,2020-01-09,10,11
2009,푸들,N,1,F,3.5,2019-12-30,2020-01-09,10,11
2007,포메라니안,N,0,M,4,2019-12-30,2020-01-09,10,13
2019,믹스견,N,1,M,4.5,2019-12-30,2020-01-09,10,1
2018,믹스견,N,1,M,4.45,2019-12-30,2020-01-09,10,2
2012,비숑 프리제,Y,1,M,5,2019-12-30,2020-01-09,10,8
2017,푸들,N,0,F,4,2020-03-05,2020-03-16,11,3
2015,푸들,N,0,F,6,2020-03-05,2020-03-16,11,5
2016,믹스견,U,0,M,10,2020-01-10,2020-01-20,10,4
2018,라브라도 리트리버,N,1,M,40,2020-01-02,2020-01-16,14,2
2020,믹스견,N,1,M,1.5,2020-01-01,2020-01-13,12,0
2019,믹스견,N,0,M,7,2019-12-31,2020-01-10,10,1
2018,믹스견,N,1,F,5.2,2019-12-31,2020-01-07,7,2
2019,셰퍼드,N,1,M,25,2019-12-30,2020-01-09,10,1
2015,골든 리트리버,N,1,M,30,2019-12-30,2020-01-09,10,5
2017,믹스견,U,0,M,3,2019-12-30,2020-01-06,7,3
2017,믹스견,U,0,M,3,2019-12-30,2020-01-06,7,3
2017,믹스견,U,0,F,3,2019-12-30,2020-01-06,7,3
2017,믹스견,U,0,M,3,2019-12-30,2020-01-06,7,3
2017,프렌치 불독,N,1,F,5.2,2019-12-30,2020-01-09,10,3
2016,프렌치 불독,U,1,F,12,2019-12-30,2020-01-09,10,4
2019,믹스견,N,0,M,4.8,2019-12-30,2020-01-09,10,1
2019,진도견,N,0,F,7.6,2019-12-30,2020-01-09,10,1
2017,골든 리트리버,N,1,M,18.4,2019-12-30,2020-01-09,10,3
2019,진도견,N,0,F,6.9,2019-12-30,2020-01-09,10,1
2016,진도견,N,0,F,15.3,2019-12-30,2020-01-09,10,4
2016,닥스훈트,U,1,F,6,2019-12-30,2020-01-09,10,4
2015,스피츠,N,0,M,5,2019-12-30,2020-01-09,10,5
2012,스피츠,U,0,F,9,2019-12-30,2020-01-09,10,8
2015,믹스견,N,1,M,2.5,2019-12-30,2020-01-09,10,5
2016,샤페이,N,0,M,15.5,2019-12-30,2020-01-09,10,4
2009,푸들,U,0,F,3.3,2019-12-30,2020-01-09,10,11
2019,믹스견,N,0,Q,13,2019-12-29,2020-01-08,10,1
2017,믹스견,U,0,Q,12,2019-12-29,2020-01-08,10,3
2018,믹스견,N,1,M,10,2019-12-29,2020-01-08,10,2
2019,믹스견,N,0,M,2,2019-12-29,2020-01-08,10,1
2017,포인터,N,1,M,18,2019-12-29,2020-01-07,9,3
2019,믹스견,N,0,M,7.27,2019-12-29,2020-01-07,9,1
2017,믹스견,N,0,M,18.75,2019-12-29,2020-01-07,9,3
2017,믹스견,N,0,M,11.36,2019-12-29,2020-01-07,9,3
2010,스피츠,Y,1,M,8.1,2019-12-29,2020-01-08,10,10
2019,믹스견,N,1,F,5,2019-12-29,2020-01-08,10,1
2016,포메라니안,Y,1,M,5.3,2019-12-29,2020-01-08,10,4
2016,믹스견,N,1,M,4.2,2019-12-29,2020-01-08,10,4
2017,믹스견,N,0,F,12.48,2020-01-20,2020-01-30,10,3
2018,믹스견,N,0,F,8,2019-12-31,2020-01-07,7,2
2014,믹스견,N,0,M,8,2019-12-31,2020-01-10,10,6
2013,말티즈,N,1,M,2.5,2019-12-31,2020-01-10,10,7
2018,믹스견,N,0,M,15,2019-12-31,2020-01-07,7,2
2017,웰시 코기 펨브로크,U,1,F,12,2019-12-31,2020-01-10,10,3
2016,믹스견,U,1,F,4.2,2019-12-31,2020-01-10,10,4
2019,믹스견,U,0,F,3,2019-12-30,2020-01-09,10,1
2016,불 테리어,N,1,F,14,2019-12-30,2020-01-09,10,4
2017,라브라도 리트리버,U,1,M,24,2019-12-30,2020-01-09,10,3
2015,믹스견,N,0,F,10.2,2019-12-30,2020-01-06,7,5
2019,믹스견,N,1,F,2.3,2019-12-30,2020-01-06,7,1
2016,골든 리트리버,N,1,M,29,2019-12-30,2020-01-09,10,4
2017,닥스훈트,N,1,M,7,2019-12-30,2020-01-09,10,3
2016,진도견,N,1,F,16,2019-12-30,2020-01-09,10,4
2018,포메라니안,N,1,M,3,2019-12-30,2020-01-09,10,2
2019,믹스견,U,1,F,9.5,2019-12-30,2020-01-09,10,1
2017,믹스견,N,0,M,17,2019-12-30,2020-01-09,10,3
2016,믹스견,N,0,M,22,2019-12-30,2020-01-09,10,4
2019,믹스견,N,1,F,3,2019-12-30,2020-01-09,10,1
2019,믹스견,Y,0,M,12,2019-12-30,2020-01-06,7,1
2019,비글,U,1,F,5,2019-12-30,2020-01-09,10,1
2018,믹스견,N,1,M,13,2019-12-30,2020-01-09,10,2
2016,비숑 프리제,N,1,M,5.8,2019-12-30,2020-01-09,10,4
2012,시츄,N,1,F,4,2019-12-29,2020-01-08,10,8
2019,믹스견,N,1,F,2,2019-12-29,2020-01-08,10,1
2018,믹스견,N,0,F,18,2019-12-29,2020-01-08,10,2
2017,믹스견,N,0,F,6,2019-12-28,2020-01-07,10,3
2018,진도견,N,1,F,18,2019-12-28,2020-01-07,10,2
2019,푸들,N,1,F,2.6,2019-12-28,2020-01-07,10,1
2019,믹스견,N,1,M,3,2019-12-28,2020-01-06,9,1
2019,믹스견,N,1,F,8,2019-12-28,2020-01-06,9,1
2013,시츄,Y,1,M,5,2019-12-28,2020-01-07,10,7
2016,롯트와일러,U,1,M,35,2019-12-28,2020-01-07,10,4
2009,말티즈,U,1,F,3,2019-12-28,2020-01-07,10,11
2017,믹스견,N,0,F,11.63,2019-12-28,2020-01-06,9,3
2017,믹스견,N,0,M,6.35,2019-12-28,2020-01-06,9,3
2019,믹스견,N,0,M,3.28,2019-12-28,2020-01-06,9,1
2019,믹스견,N,0,M,3.27,2019-12-28,2020-01-06,9,1
2019,믹스견,N,0,F,3.26,2019-12-28,2020-01-06,9,1
2019,믹스견,N,0,F,3.25,2019-12-28,2020-01-06,9,1
2014,진도견,U,0,M,10,2019-12-28,2020-01-07,10,6
2018,진도견,N,1,F,7.6,2019-12-28,2020-01-07,10,2
2019,믹스견,U,1,M,3.7,2019-12-28,2020-01-07,10,1
2013,요크셔 테리어,Y,1,M,3,2019-12-28,2020-01-07,10,7
2019,믹스견,N,1,M,2,2019-12-28,2020-01-07,10,1
2015,푸들,Y,1,M,11.26,2019-12-28,2020-01-07,10,5
2020,믹스견,N,1,M,0.5,2020-03-24,2020-04-03,10,0
2020,믹스견,N,1,M,0.5,2020-03-24,2020-04-03,10,0
2020,믹스견,N,1,F,0.5,2020-03-24,2020-04-03,10,0
2020,믹스견,N,1,F,0.5,2020-03-24,2020-04-03,10,0
2017,믹스견,N,1,F,9,2020-03-24,2020-04-03,10,3
2020,푸들,N,1,M,2.3,2020-01-07,2020-01-17,10,0
2017,믹스견,N,0,F,5,2020-01-02,2020-01-13,11,3
2019,믹스견,N,0,M,5,2020-01-01,2020-01-11,10,1
2020,샤페이,N,1,F,7,2020-01-01,2020-01-13,12,0
2016,코카 스파니엘,N,1,M,6.8,2019-12-31,2020-01-10,10,4
2016,믹스견,N,0,M,10,2019-12-31,2020-01-08,8,4
2016,믹스견,N,0,M,10,2019-12-31,2020-01-08,8,4
2016,믹스견,N,0,F,10,2019-12-31,2020-01-08,8,4
2016,믹스견,N,0,F,10,2019-12-31,2020-01-08,8,4
2019,믹스견,N,0,M,3,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,3,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,3,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,3,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,F,4,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,4,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,4,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,4,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,F,4,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,F,4,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,4,2019-12-31,2020-01-08,8,1
2019,믹스견,N,0,M,4,2019-12-31,2020-01-08,8,1
2018,믹스견,U,0,F,22,2019-12-31,2020-01-07,7,2
2018,믹스견,U,0,F,17,2019-12-31,2020-01-07,7,2
2016,진도견,N,0,F,15,2019-12-30,2020-01-09,10,4
2015,믹스견,N,0,F,18,2019-12-30,2020-01-09,10,5
2016,진도견,N,0,F,18,2019-12-30,2020-01-09,10,4
2019,믹스견,N,0,F,2.5,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,F,2.7,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,F,2.5,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,F,2.8,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,M,2.5,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,M,2.7,2019-12-30,2020-01-09,10,1
2018,믹스견,U,0,M,13,2019-12-30,2020-01-09,10,2
2018,믹스견,U,0,M,16,2019-12-30,2020-01-09,10,2
2019,믹스견,N,0,F,5.9,2019-12-30,2020-01-09,10,1
2017,브리타니 스파니엘,U,1,M,15,2019-12-30,2020-01-09,10,3
2019,믹스견,N,1,M,13,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,F,3.4,2019-12-30,2020-01-09,10,1
2019,믹스견,N,0,F,4.2,2019-12-30,2020-01-09,10,1
2018,믹스견,U,0,F,12.8,2019-12-30,2020-01-09,10,2
2018,믹스견,U,0,F,13.5,2019-12-30,2020-01-09,10,2
2018,믹스견,U,0,F,12,2019-12-30,2020-01-09,10,2
2018,믹스견,U,0,M,19,2019-12-30,2020-01-09,10,2
2019,믹스견,N,0,F,4.9,2019-12-30,2020-01-09,10,1
2019,믹스견,N,1,M,1.1,2019-12-30,2020-01-09,10,1
2019,믹스견,N,1,F,11.4,2019-12-30,2020-01-09,10,1
2019,믹스견,N,1,M,2.4,2019-12-30,2020-01-09,10,1
2011,웰시 코기 펨브로크,Y,1,M,17,2019-12-30,2020-01-09,10,9
2019,믹스견,U,1,F,0.9,2019-12-30,2020-01-09,10,1
2019,믹스견,U,1,M,1.6,2019-12-30,2020-01-09,10,1
2019,믹스견,U,1,F,1.2,2019-12-30,2020-01-09,10,1
2019,믹스견,U,1,M,2,2019-12-30,2020-01-09,10,1
2017,믹스견,U,1,F,5,2019-12-30,2020-01-09,10,3
2017,믹스견,U,1,F,5,2019-12-30,2020-01-09,10,3
2018,믹스견,U,1,F,3.5,2019-12-30,2020-01-09,10,2
2016,믹스견,U,1,F,5,2019-12-30,2020-01-09,10,4
2014,포메라니안,U,1,M,3,2019-12-30,2020-01-09,10,6
2017,믹스견,N,0,F,10,2019-12-30,2020-01-09,10,3
2016,믹스견,N,0,F,12,2019-12-30,2020-01-09,10,4
2019,믹스견,U,1,F,5,2019-12-29,2020-01-08,10,1
2019,믹스견,U,0,F,8,2019-12-29,2020-01-08,10,1
2016,믹스견,U,0,F,10,2019-12-29,2020-01-08,10,4
2016,믹스견,N,0,F,18.45,2019-12-29,2020-01-08,10,4
2016,믹스견,N,0,M,6.75,2019-12-29,2020-01-08,10,4
2014,믹스견,N,0,F,6.02,2019-12-29,2020-01-08,10,6
2014,믹스견,N,0,F,9.45,2019-12-29,2020-01-08,10,6
2016,믹스견,N,0,F,2.8,2019-12-28,2020-01-07,10,4
2016,믹스견,N,0,F,8.9,2019-12-28,2020-01-07,10,4
2012,믹스견,N,0,F,3.3,2019-12-28,2020-01-07,10,8
2019,믹스견,N,1,M,2,2019-12-28,2020-01-07,10,1
2012,라브라도 리트리버,N,1,M,27,2019-12-28,2020-01-06,9,8
2018,믹스견,U,0,F,10,2019-12-28,2020-01-07,10,2
2019,믹스견,U,0,F,2,2019-12-28,2020-01-07,10,1
2019,믹스견,U,0,F,1.4,2019-12-28,2020-01-07,10,1
2019,믹스견,U,0,F,1.4,2019-12-28,2020-01-07,10,1
2019,믹스견,U,0,F,1.3,2019-12-28,2020-01-07,10,1
2014,믹스견,U,0,F,9.2,2019-12-28,2020-01-07,10,6
2018,믹스견,N,0,M,18,2019-12-28,2020-01-07,10,2
2017,믹스견,N,0,M,9.1,2019-12-28,2020-01-07,10,3
2014,불 테리어,U,1,F,22,2019-12-28,2020-01-07,10,6
2015,믹스견,N,0,M,8,2019-12-28,2020-01-07,10,5
2019,믹스견,U,0,F,0.1,2019-12-28,2020-01-07,10,1
2019,믹스견,U,0,M,0.1,2019-12-28,2020-01-07,10,1
2017,믹스견,U,0,F,7.4,2019-12-28,2020-01-07,10,3
2018,믹스견,U,0,F,4.8,2019-12-28,2020-01-07,10,2
2019,믹스견,U,0,F,6,2019-12-28,2020-01-07,10,1
2018,보스턴 테리어,U,1,F,9.8,2019-12-28,2020-01-07,10,2
2016,푸들,N,1,F,2,2019-12-28,2020-01-07,10,4
2019,믹스견,N,0,M,3,2019-12-28,2020-01-07,10,1
2019,믹스견,U,0,F,5.3,2019-12-28,2020-01-07,10,1
2019,믹스견,N,0,M,5.4,2019-12-28,2020-01-07,10,1
2016,믹스견,N,0,F,18,2019-12-27,2020-01-06,10,4
2017,믹스견,N,0,M,20,2019-12-27,2020-01-06,10,3
2019,믹스견,N,1,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,1,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,1,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,1,F,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,4,2019-12-27,2020-01-06,10,1
2017,믹스견,N,0,F,6,2019-12-27,2020-01-06,10,3
2019,믹스견,N,0,F,5,2019-12-27,2020-01-06,10,1
2018,믹스견,N,0,F,5,2019-12-27,2020-01-06,10,2
2017,믹스견,N,0,M,6,2019-12-27,2020-01-06,10,3
2019,믹스견,N,0,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,M,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,4,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,2,2019-12-27,2020-01-10,14,1
2019,믹스견,N,0,F,2,2019-12-27,2020-01-10,14,1
2017,믹스견,N,0,F,4,2019-12-27,2020-01-10,14,3
2019,믹스견,N,0,M,2,2019-12-27,2020-01-10,14,1
2019,믹스견,N,0,M,2,2019-12-27,2020-01-10,14,1
2019,믹스견,N,0,F,2,2019-12-27,2020-01-10,14,1
2019,믹스견,N,0,F,2,2019-12-27,2020-01-10,14,1
2016,푸들,N,1,M,4,2019-12-27,2020-01-10,14,4
2017,믹스견,N,0,M,6,2019-12-27,2020-01-10,14,3
2019,믹스견,N,1,F,1.5,2019-12-27,2020-01-06,10,1
2019,믹스견,N,1,F,1.6,2019-12-27,2020-01-06,10,1
2015,코카 스파니엘,U,1,F,10,2019-12-27,2020-01-03,7,5
2014,믹스견,N,1,M,25,2019-12-27,2020-01-03,7,6
2019,믹스견,N,0,M,3,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,3,2019-12-27,2020-01-06,10,1
2019,믹스견,N,0,F,7,2019-12-27,2020-01-06,10,1
2017,웰시 코기 펨브로크,N,1,M,7,2019-12-27,2020-01-06,10,3
2013,프렌치 불독,U,1,F,5,2019-12-27,2020-01-06,10,7
